file,variant,primary_label,primary_conf,top1,p1,top2,p2,top3,p3
bassTangent-001005_0228_1-2.wav,down2,synth,0.570836,synth,0.570836,piano,0.429164,guitar,0.000000
bassTangent-001005_0228_1-2.wav,up2,synth,0.984794,synth,0.984794,toms,0.012916,piano,0.002118
bell1-000927_0060_1-2.wav,orig,piano,1.000000,piano,1.000000,synth,0.000000,winds_brass,0.000000
bell1-000927_0060_1-2.wav,down2,synth,0.683713,synth,0.683713,piano,0.316287,guitar,0.000000
bell1-000927_0060_1-2.wav,up2,piano,0.999782,piano,0.999782,strings,0.000218,synth,0.000000
bell2-000927_0060_1-2.wav,orig,piano,1.000000,piano,1.000000,synth,0.000000,winds_brass,0.000000
bell2-000927_0060_1-2.wav,down2,piano,0.987648,piano,0.987648,synth,0.012352,guitar,0.000000
bell2-000927_0060_1-2.wav,up2,piano,0.999999,piano,0.999999,strings,0.000000,cymbals,0.000000
bell3-000927_0060_1-2.wav,orig,piano,1.000000,piano,1.000000,synth,0.000000,guitar,0.000000
bell3-000927_0060_1-2.wav,down2,piano,0.915334,piano,0.915334,synth,0.084666,guitar,0.000000
bell3-000927_0060_1-2.wav,up2,synth,0.910855,synth,0.910855,piano,0.089022,toms,0.000083
bellEasternMarket1-001004_0208_1-2.wav,orig,piano,0.999998,piano,0.999998,guitar,0.000002,winds_brass,0.000000
bellEasternMarket1-001004_0208_1-2.wav,down2,piano,0.999870,piano,0.999870,synth,0.000130,guitar,0.000000
bellEasternMarket1-001004_0208_1-2.wav,up2,strings,0.999989,strings,0.999989,guitar,0.000011,cymbals,0.000000
bellEasternMarket2-001004_0210_1-2.wav,orig,guitar,0.741710,guitar,0.741710,piano,0.258290,winds_brass,0.000000
bellEasternMarket2-001004_0210_1-2.wav,down2,piano,1.000000,piano,1.000000,synth,0.000000,guitar,0.000000
bellEasternMarket2-001004_0210_1-2.wav,up2,strings,1.000000,strings,1.000000,winds_brass,0.000000,cymbals,0.000000
